service_id,labor_id,labor_type,labor_name,labor_category,schedule_date,shop,alfred,labor_start_date,labor_end_date,address_id,address_point,address_name,start_address_id,start_address_point,end_address_id,end_address_point,city,state_service
227433,321455.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 11:30:00-05:00,,9258.0,2026-01-08 09:29:00-05:00,2026-01-08 12:26:00-05:00,14667.0,POINT (-75.5504277 6.280507099999999),Casa,113733.0,POINT (-75.4234616 6.116611),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
227434,321456.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 16:00:00-05:00,,5455.0,2026-01-08 15:30:00-05:00,2026-01-08 18:46:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),113733.0,POINT (-75.4234616 6.116611),1,COMPLETED
227462,321491.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 10:00:00-05:00,,2036.0,2026-01-08 09:08:00-05:00,2026-01-08 10:51:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,130686.0,POINT (-75.5733585 6.1975044),117281.0,POINT (-75.56979539999999 6.2198631),1,COMPLETED
227498,321530.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 07:00:00-05:00,,20111.0,2026-01-08 05:50:00-05:00,2026-01-08 08:33:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,120271.0,POINT (-75.5633971 6.1684407),28709.0,POINT (-75.5717425 6.2393756),1,COMPLETED
227593,321631.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 08:30:00-05:00,,5455.0,2026-01-08 07:35:00-05:00,2026-01-08 09:03:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,130744.0,POINT (-75.5576958 6.210093),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
227612,321650.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 08:00:00-05:00,,70424.0,2026-01-08 07:10:00-05:00,2026-01-08 08:20:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,130753.0,POINT (-75.5737362 6.236324199999999),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
227613,321651.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 11:00:00-05:00,,5455.0,2026-01-08 10:25:00-05:00,2026-01-08 11:51:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),130753.0,POINT (-75.5737362 6.236324199999999),1,COMPLETED
227626,321664.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 13:00:00-05:00,,31857.0,2026-01-08 12:30:23-05:00,2026-01-08 13:03:32-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,COMPLETED
227626,321665.0,3.0,Wash and Polish,WASH_AND_POLISH,2026-01-08 13:00:00-05:00,3968.0,,2026-01-08 13:03:32-05:00,2026-01-08 14:18:25-05:00,120129.0,POINT (-75.3682656 6.1490125),Lavadero - Oriente,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,COMPLETED
227626,321666.0,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,2026-01-08 13:00:00-05:00,,31857.0,2026-01-08 14:18:25-05:00,2026-01-08 15:00:21-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,COMPLETED
227644,321684.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 15:00:00-05:00,,70424.0,2026-01-08 14:01:00-05:00,2026-01-08 15:27:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,118325.0,POINT (-75.5856515 6.183439799999999),118326.0,POINT (-75.5804702 6.1887241),1,COMPLETED
227836,321884.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 13:00:00-05:00,,70424.0,2026-01-08 12:17:00-05:00,2026-01-08 13:28:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,130739.0,POINT (-75.56477129999999 6.1883558),102162.0,POINT (-75.564082 6.2082589),1,COMPLETED
227838,321888.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 09:30:00-05:00,,5455.0,2026-01-08 09:08:00-05:00,2026-01-08 10:01:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),130774.0,POINT (-75.55557019999999 6.2173366),1,COMPLETED
227862,321918.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 11:30:00-05:00,,10491.0,2026-01-08 11:14:00-05:00,2026-01-08 12:14:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,4852.0,POINT (-75.56991479999999 6.2276503),130744.0,POINT (-75.5576958 6.210093),1,COMPLETED
227867,321923.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 14:00:00-05:00,,5455.0,2026-01-08 13:03:00-05:00,2026-01-08 14:03:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,130461.0,POINT (-75.57377029999999 6.236330100000001),110194.0,POINT (-75.5722457 6.1964519),1,COMPLETED
227898,321960.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 16:00:00-05:00,,20111.0,2026-01-08 14:50:00-05:00,2026-01-08 16:55:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,7485.0,POINT (-75.55127643988114 6.2398819767722795),130797.0,POINT (-75.56910049999999 6.1701307),1,COMPLETED
227906,321968.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 14:00:00-05:00,,10491.0,2026-01-08 13:04:00-05:00,2026-01-08 14:33:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,130803.0,POINT (-75.562652 6.220096000000001),130804.0,POINT (-75.5754326 6.237222200000001),1,COMPLETED
227914,321978.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 15:30:00-05:00,,2036.0,2026-01-08 14:33:00-05:00,2026-01-08 16:19:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,117281.0,POINT (-75.56979539999999 6.2198631),130810.0,POINT (-75.5763979 6.203141999999999),1,COMPLETED
227929,321995.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 15:30:00-05:00,,9258.0,2026-01-08 14:24:00-05:00,2026-01-08 16:41:00-05:00,14667.0,POINT (-75.5504277 6.280507099999999),Casa,16344.0,POINT (-75.6091325 6.157386300000001),130471.0,POINT (-75.5740513 6.219988099999999),1,COMPLETED
227973,322046.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-08 17:00:00-05:00,,2036.0,2026-01-08 16:19:00-05:00,2026-01-08 17:40:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,4852.0,POINT (-75.56991479999999 6.2276503),130854.0,POINT (-75.56342339999999 6.1909383),1,COMPLETED
215441,308339.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 07:00:00-05:00,,31857.0,2026-01-09 06:52:00-05:00,2026-01-09 08:21:00-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,127529.0,POINT (-75.5739926 6.1617709),102162.0,POINT (-75.564082 6.2082589),1,COMPLETED
215464,308368.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 08:00:00-05:00,,70424.0,2026-01-09 07:20:00-05:00,2026-01-09 08:35:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,127536.0,POINT (-75.5655061 6.191173400000001),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
215465,308369.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 07:30:00-05:00,,20111.0,2026-01-09 06:31:00-05:00,2026-01-09 08:55:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,94915.0,POINT (-75.55303219999999 6.198942300000001),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
215935,308906.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 07:00:00-05:00,,5455.0,2026-01-09 06:13:00-05:00,2026-01-09 07:39:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,127691.0,POINT (-75.57471679999999 6.2496418),5540.0,POINT (-75.5814053 6.214877200000001),1,COMPLETED
215952,308923.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 07:30:00-05:00,,2036.0,2026-01-09 06:39:00-05:00,2026-01-09 07:24:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,106688.0,POINT (-75.57777639999999 6.2443061),102162.0,POINT (-75.564082 6.2082589),1,FAILED
215990,308962.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 08:30:00-05:00,,10491.0,2026-01-09 07:50:00-05:00,2026-01-09 09:12:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,127708.0,POINT (-75.6090105 6.2194607),102162.0,POINT (-75.564082 6.2082589),1,COMPLETED
216234,309214.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 10:00:00-05:00,,70424.0,2026-01-09 08:47:00-05:00,2026-01-09 10:13:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,127734.0,POINT (-75.5808632 6.177261100000001),127735.0,POINT (-75.5992053 6.1666568),1,COMPLETED
216235,309215.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 17:00:00-05:00,,31857.0,2026-01-09 16:13:00-05:00,2026-01-09 17:25:00-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,127735.0,POINT (-75.5992053 6.1666568),127734.0,POINT (-75.5808632 6.177261100000001),1,COMPLETED
216342,309341.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 09:30:00-05:00,,31857.0,2026-01-09 08:25:00-05:00,2026-01-09 09:44:00-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,127818.0,POINT (-75.6398911 6.151099899999999),117288.0,POINT (-75.570449 6.2322998),1,FAILED
216370,309376.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 16:00:00-05:00,,20111.0,2026-01-09 15:54:00-05:00,2026-01-09 17:29:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,4852.0,POINT (-75.56991479999999 6.2276503),127820.0,POINT (-75.565394 6.150453799999998),1,COMPLETED
216704,309748.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 16:30:00-05:00,,9258.0,2026-01-09 15:36:00-05:00,2026-01-09 18:58:00-05:00,14667.0,POINT (-75.5504277 6.280507099999999),Casa,127912.0,POINT (-75.5992053 6.1666568),128252.0,POINT (-75.5333156 6.3438639),1,COMPLETED
216742,309792.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 10:00:00-05:00,,20111.0,2026-01-09 08:55:00-05:00,2026-01-09 12:16:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,123315.0,POINT (-75.504836 6.101969700000001),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
216743,309793.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 16:30:00-05:00,,5455.0,2026-01-09 15:46:00-05:00,2026-01-09 18:45:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),123315.0,POINT (-75.504836 6.101969700000001),1,COMPLETED
216744,309794.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 09:30:00-05:00,,2036.0,2026-01-09 08:47:00-05:00,2026-01-09 10:22:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,127940.0,POINT (-75.5909199 6.176336499999999),100695.0,POINT (-75.5758366 6.214742200000001),1,COMPLETED
216768,309824.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 15:00:00-05:00,,31857.0,2026-01-09 14:09:00-05:00,2026-01-09 15:42:00-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,100695.0,POINT (-75.5758366 6.214742200000001),127940.0,POINT (-75.5909199 6.176336499999999),1,COMPLETED
216991,310066.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 11:30:00-05:00,,5455.0,2026-01-09 10:22:00-05:00,2026-01-09 11:48:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,51012.0,POINT (-75.5600773 6.2456007),7507.0,POINT (-75.61316029999999 6.163312599999999),1,COMPLETED
217011,310086.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 06:00:00-05:00,,70424.0,2026-01-09 05:06:00-05:00,2026-01-09 07:00:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,113417.0,POINT (-75.5567952 6.3308569),39970.0,POINT (-75.5720819 6.2389041),1,COMPLETED
217074,310165.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 11:30:00-05:00,,10491.0,2026-01-09 10:55:00-05:00,2026-01-09 12:22:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,126332.0,POINT (-75.57595239999999 6.2048682),16344.0,POINT (-75.6091325 6.157386300000001),1,COMPLETED
217624,310746.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 13:00:00-05:00,,31857.0,2026-01-09 12:10:00-05:00,2026-01-09 13:34:00-05:00,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,127257.0,POINT (-75.5717967 6.160239999999999),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
217631,310756.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 16:00:00-05:00,,10491.0,2026-01-09 15:15:00-05:00,2026-01-09 15:52:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,117281.0,POINT (-75.56979539999999 6.2198631),128172.0,POINT (-75.5867687 6.2665111),1,FAILED
217690,310826.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 13:00:00-05:00,,2036.0,2026-01-09 12:02:00-05:00,2026-01-09 13:57:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,28709.0,POINT (-75.5717425 6.2393756),113417.0,POINT (-75.5567952 6.3308569),1,COMPLETED
217698,310834.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 15:00:00-05:00,,70424.0,2026-01-09 14:19:00-05:00,2026-01-09 15:33:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,4852.0,POINT (-75.56991479999999 6.2276503),94915.0,POINT (-75.55303219999999 6.198942300000001),1,COMPLETED
217702,310838.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 15:00:00-05:00,,9258.0,2026-01-09 14:10:00-05:00,2026-01-09 15:36:00-05:00,14667.0,POINT (-75.5504277 6.280507099999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),127536.0,POINT (-75.5655061 6.191173400000001),1,COMPLETED
217719,310855.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 14:00:00-05:00,,10491.0,2026-01-09 13:22:00-05:00,2026-01-09 14:49:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,65809.0,POINT (-75.5856104 6.183108199999999),65808.0,POINT (-75.5753438 6.1759242),1,COMPLETED
217727,310863.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-09 15:30:00-05:00,,2036.0,2026-01-09 14:18:00-05:00,2026-01-09 17:07:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,3128.0,POINT (-75.5814053 6.214877200000001),36148.0,POINT (-75.5591359 6.1836269),1,COMPLETED
217887,311037.0,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,2026-01-09 16:00:00-05:00,,2036.0,2026-01-09 16:00:00-05:00,2026-01-09 16:00:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,3128.0,POINT (-75.5814053 6.214877200000001),3128.0,POINT (-75.5814053 6.214877200000001),1,COMPLETED
216371,309377.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 10:00:00-05:00,,2036.0,2026-01-11 09:07:00-05:00,2026-01-11 10:31:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,114927.0,POINT (-75.5649525 6.191341100000001),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
216373,309379.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 15:30:00-05:00,,2036.0,2026-01-11 14:43:00-05:00,2026-01-11 16:19:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,4852.0,POINT (-75.56991479999999 6.2276503),114927.0,POINT (-75.5649525 6.191341100000001),1,COMPLETED
217118,310216.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 08:00:00-05:00,,2036.0,2026-01-11 07:07:00-05:00,2026-01-11 09:04:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,113676.0,POINT (-75.57306609999999 6.1904141),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
217119,310217.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 12:30:00-05:00,,2036.0,2026-01-11 12:12:00-05:00,2026-01-11 13:18:00-05:00,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,4852.0,POINT (-75.56991479999999 6.2276503),113676.0,POINT (-75.57306609999999 6.1904141),1,COMPLETED
217131,310229.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 10:00:00-05:00,,20111.0,2026-01-11 08:45:00-05:00,2026-01-11 10:20:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,128258.0,POINT (-75.5716216 6.2035433),102162.0,POINT (-75.564082 6.2082589),1,FAILED
217158,310257.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 09:00:00-05:00,,70424.0,2026-01-11 08:01:00-05:00,2026-01-11 10:12:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,128070.0,POINT (-75.562257 6.335058),4849.0,POINT (-75.5697983 6.227549600000001),1,COMPLETED
217364,310470.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 16:00:00-05:00,,5455.0,2026-01-11 16:05:00-05:00,2026-01-11 17:04:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,127061.0,POINT (-75.5856104 6.183108199999999),127060.0,POINT (-75.57060969999999 6.200831699999999),1,COMPLETED
217389,310495.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 12:00:00-05:00,,5455.0,2026-01-11 11:18:00-05:00,2026-01-11 12:37:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,128121.0,POINT (-75.5966342 6.239959),102162.0,POINT (-75.564082 6.2082589),1,COMPLETED
217666,310798.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 09:30:00-05:00,,10491.0,2026-01-11 10:08:00-05:00,2026-01-11 11:17:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,4870.0,POINT (-75.56977909999999 6.2277346),106018.0,POINT (-75.56293029999999 6.1785982),1,COMPLETED
217668,310800.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 07:30:00-05:00,,10491.0,2026-01-11 07:24:00-05:00,2026-01-11 10:08:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,128196.0,POINT (-75.3821102 6.199150599999999),4870.0,POINT (-75.56977909999999 6.2277346),1,COMPLETED
217704,310840.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 11:00:00-05:00,,70424.0,2026-01-11 10:12:00-05:00,2026-01-11 11:35:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,128210.0,POINT (-75.57960709999999 6.2403061),128211.0,POINT (-75.57173949999999 6.2393589),1,COMPLETED
217786,310935.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 08:00:00-05:00,,20111.0,2026-01-11 07:06:00-05:00,2026-01-11 08:27:00-05:00,25905.0,POINT (-75.594906 6.190818699999999),Apto,128246.0,POINT (-75.61167429999999 6.169658699999999),3128.0,POINT (-75.5814053 6.214877200000001),1,FAILED
217796,310945.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 16:30:00-05:00,,10491.0,2026-01-11 15:42:00-05:00,2026-01-11 17:42:00-05:00,16770.0,POINT (-75.5948708 6.222133500000001),casa,5038.0,POINT (-75.57009649999999 6.224776299999999),34778.0,POINT (-75.5689939 6.2048575),1,COMPLETED
217819,310969.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 07:00:00-05:00,,5455.0,2026-01-11 06:11:00-05:00,2026-01-11 07:59:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,128253.0,POINT (-75.57325569999999 6.2718203),128254.0,POINT (-75.5856104 6.183108199999999),1,COMPLETED
217835,310985.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 10:00:00-05:00,,5455.0,2026-01-11 09:42:00-05:00,2026-01-11 10:40:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,128260.0,POINT (-75.5796457 6.157663799999999),4852.0,POINT (-75.56991479999999 6.2276503),1,COMPLETED
217837,310987.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 16:30:00-05:00,,9258.0,2026-01-11 16:21:00-05:00,2026-01-11 17:30:00-05:00,14667.0,POINT (-75.5504277 6.280507099999999),Casa,4852.0,POINT (-75.56991479999999 6.2276503),128357.0,POINT (-75.5656448 6.198452100000001),1,COMPLETED
218024,311175.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 14:30:00-05:00,,5455.0,2026-01-11 13:35:00-05:00,2026-01-11 15:39:00-05:00,10331.0,POINT (-75.5568613 6.278588999999999),Casa,5038.0,POINT (-75.57009649999999 6.224776299999999),128274.0,POINT (-75.57193869999999 6.1651029),1,COMPLETED
218025,311176.0,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,2026-01-11 15:00:00-05:00,,70424.0,2026-01-11 14:12:00-05:00,2026-01-11 15:24:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,COMPLETED
218025,311177.0,3.0,Wash and Polish,WASH_AND_POLISH,2026-01-11 15:00:00-05:00,841.0,,2026-01-11 15:24:00-05:00,2026-01-11 16:09:00-05:00,57964.0,POINT (-75.5581006 6.325907),Lavado en seco Limpoint CC Fabricato,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,COMPLETED
218025,311178.0,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,2026-01-11 15:00:00-05:00,,70424.0,2026-01-11 16:09:00-05:00,2026-01-11 17:43:00-05:00,126965.0,POINT (-75.560277 6.340593500000001),Casa,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,COMPLETED
