service_id,labor_id,labor_type,labor_name,labor_category,labor_price,labor_created_at,labor_start_date,labor_end_date,alfred,shop,created_at,schedule_date,client_type,paying_customer,state_service,start_address_id,start_address_point,end_address_id,end_address_point,city,address_id,address_point,address_name,labor_sequence,map_start_point,map_end_point,date
227434,321456,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-04-02 08:23:48.945000-05:00,2026-01-08 15:30:00-05:00,2026-01-08 18:46:00-05:00,5455,,2026-01-07 08:23:48.870000-05:00,2026-01-08 16:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113733.0,POINT (-75.4234616 6.116611),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.56991479999999 6.2276503),POINT (-75.4234616 6.116611),2026-01-08
227462,321491,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-02 10:13:51.585000-05:00,2026-01-08 09:08:00-05:00,2026-01-08 10:51:00-05:00,2036,,2026-01-07 10:13:51.502000-05:00,2026-01-08 10:00:00-05:00,B2B,25807.0,COMPLETED,130686.0,POINT (-75.5733585 6.1975044),117281.0,POINT (-75.56979539999999 6.2198631),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,POINT (-75.5733585 6.1975044),POINT (-75.56979539999999 6.2198631),2026-01-08
227498,321530,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 11:31:23.105000-05:00,2026-01-08 05:50:00-05:00,2026-01-08 08:33:00-05:00,20111,,2026-01-07 11:31:23.022000-05:00,2026-01-08 07:00:00-05:00,B2B,21450.0,COMPLETED,120271.0,POINT (-75.5633971 6.1684407),28709.0,POINT (-75.5717425 6.2393756),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.5633971 6.1684407),POINT (-75.5717425 6.2393756),2026-01-08
227593,321631,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 16:38:49.701000-05:00,2026-01-08 07:35:00-05:00,2026-01-08 09:03:00-05:00,5455,,2026-01-07 16:38:49.614000-05:00,2026-01-08 08:30:00-05:00,B2B,52311.0,COMPLETED,130744.0,POINT (-75.5576958 6.210093),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.5576958 6.210093),POINT (-75.56991479999999 6.2276503),2026-01-08
227612,321650,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:01:17.854000-05:00,2026-01-08 07:10:00-05:00,2026-01-08 08:20:00-05:00,70424,,2026-01-07 17:01:17.759000-05:00,2026-01-08 08:00:00-05:00,B2B,71157.0,COMPLETED,130753.0,POINT (-75.5737362 6.236324199999999),4852.0,POINT (-75.56991479999999 6.2276503),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,POINT (-75.5737362 6.236324199999999),POINT (-75.56991479999999 6.2276503),2026-01-08
227613,321651,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:02:18.059000-05:00,2026-01-08 10:25:00-05:00,2026-01-08 11:51:00-05:00,5455,,2026-01-07 17:02:17.970000-05:00,2026-01-08 11:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130753.0,POINT (-75.5737362 6.236324199999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.56991479999999 6.2276503),POINT (-75.5737362 6.236324199999999),2026-01-08
227626,321664,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.216000-05:00,2026-01-08 12:30:23-05:00,2026-01-08 13:03:32-05:00,31857,,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,0,POINT (-75.3786366 6.1539686),POINT (-75.3682656 6.1490125),2026-01-08
227626,321665,3.0,Wash and Polish,WASH_AND_POLISH,34500.0,2025-04-02 17:19:02.286000-05:00,2026-01-08 13:03:32-05:00,2026-01-08 14:18:25-05:00,,3968.0,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,120129.0,POINT (-75.3682656 6.1490125),Lavadero - Oriente,1,POINT (-75.3682656 6.1490125),POINT (-75.3682656 6.1490125),2026-01-08
227626,321666,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.346000-05:00,2026-01-08 14:18:25-05:00,2026-01-08 15:00:21-05:00,31857,,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2,POINT (-75.3682656 6.1490125),POINT (-75.58290559999999 6.155980599999999),2026-01-08
227644,321684,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:43:02.468000-05:00,2026-01-08 14:01:00-05:00,2026-01-08 15:27:00-05:00,70424,,2026-01-07 17:43:02.375000-05:00,2026-01-08 15:00:00-05:00,B2B,25091.0,COMPLETED,118325.0,POINT (-75.5856515 6.183439799999999),118326.0,POINT (-75.5804702 6.1887241),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,POINT (-75.5856515 6.183439799999999),POINT (-75.5804702 6.1887241),2026-01-08
227836,321884,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-03 07:56:02.533000-05:00,2026-01-08 12:17:00-05:00,2026-01-08 13:28:00-05:00,70424,,2026-01-08 07:56:02.437000-05:00,2026-01-08 13:00:00-05:00,B2B,45838.0,COMPLETED,130739.0,POINT (-75.56477129999999 6.1883558),102162.0,POINT (-75.564082 6.2082589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,POINT (-75.56477129999999 6.1883558),POINT (-75.564082 6.2082589),2026-01-08
227862,321918,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:06:03.656000-05:00,2026-01-08 11:14:00-05:00,2026-01-08 12:14:00-05:00,10491,,2026-01-08 09:06:03.563000-05:00,2026-01-08 11:30:00-05:00,B2B,52311.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130744.0,POINT (-75.5576958 6.210093),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,POINT (-75.56991479999999 6.2276503),POINT (-75.5576958 6.210093),2026-01-08
227867,321923,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:25:42.962000-05:00,2026-01-08 13:03:00-05:00,2026-01-08 14:03:00-05:00,5455,,2026-01-08 09:25:42.867000-05:00,2026-01-08 14:00:00-05:00,B2B,71459.0,COMPLETED,130461.0,POINT (-75.57377029999999 6.236330100000001),110194.0,POINT (-75.5722457 6.1964519),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.57377029999999 6.236330100000001),POINT (-75.5722457 6.1964519),2026-01-08
227898,321960,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 10:55:41.805000-05:00,2026-01-08 14:50:00-05:00,2026-01-08 16:55:00-05:00,20111,,2026-01-08 10:55:41.675000-05:00,2026-01-08 16:00:00-05:00,B2B,57949.0,COMPLETED,7485.0,POINT (-75.55127643988114 6.2398819767722795),130797.0,POINT (-75.56910049999999 6.1701307),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.55127643988114 6.2398819767722795),POINT (-75.56910049999999 6.1701307),2026-01-08
227906,321968,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 11:14:18.898000-05:00,2026-01-08 13:04:00-05:00,2026-01-08 14:33:00-05:00,10491,,2026-01-08 11:14:18.807000-05:00,2026-01-08 14:00:00-05:00,B2B,61737.0,COMPLETED,130803.0,POINT (-75.562652 6.220096000000001),130804.0,POINT (-75.5754326 6.237222200000001),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,POINT (-75.562652 6.220096000000001),POINT (-75.5754326 6.237222200000001),2026-01-08
227914,321978,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-03 11:28:19.734000-05:00,2026-01-08 14:33:00-05:00,2026-01-08 16:19:00-05:00,2036,,2026-01-08 11:28:19.640000-05:00,2026-01-08 15:30:00-05:00,B2B,25807.0,COMPLETED,117281.0,POINT (-75.56979539999999 6.2198631),130810.0,POINT (-75.5763979 6.203141999999999),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,POINT (-75.56979539999999 6.2198631),POINT (-75.5763979 6.203141999999999),2026-01-08
227929,321995,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 12:12:02.371000-05:00,2026-01-08 14:24:00-05:00,2026-01-08 16:41:00-05:00,9258,,2026-01-08 12:12:02.282000-05:00,2026-01-08 15:30:00-05:00,B2B,26161.0,COMPLETED,16344.0,POINT (-75.6091325 6.157386300000001),130471.0,POINT (-75.5740513 6.219988099999999),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,POINT (-75.6091325 6.157386300000001),POINT (-75.5740513 6.219988099999999),2026-01-08
227973,322046,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 14:36:54.574000-05:00,2026-01-08 16:19:00-05:00,2026-01-08 17:40:00-05:00,2036,,2026-01-08 14:36:54.487000-05:00,2026-01-08 17:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130854.0,POINT (-75.56342339999999 6.1909383),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,POINT (-75.56991479999999 6.2276503),POINT (-75.56342339999999 6.1909383),2026-01-08
201061,292634,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-01-10 12:03:01.641000-05:00,2026-01-09 05:28:00-05:00,2026-01-09 08:01:00-05:00,20111,,2025-12-28 12:03:01.507000-05:00,2026-01-09 07:00:00-05:00,B2B,62511.0,COMPLETED,123818.0,POINT (-75.567614 6.1770843),102162.0,POINT (-75.564082 6.2082589),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.567614 6.1770843),POINT (-75.564082 6.2082589),2026-01-09
202284,293955,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-01-14 12:18:23.897000-05:00,2026-01-09 05:51:00-05:00,2026-01-09 08:42:00-05:00,10491,,2026-01-01 12:18:23.750000-05:00,2026-01-09 07:00:00-05:00,B2B,52316.0,COMPLETED,124071.0,POINT (-75.5016464 6.0559432),4852.0,POINT (-75.56991479999999 6.2276503),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,POINT (-75.5016464 6.0559432),POINT (-75.56991479999999 6.2276503),2026-01-09
202676,294371,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-15 09:03:29.570000-05:00,2026-01-09 07:08:00-05:00,2026-01-09 08:49:00-05:00,31857,,2026-01-02 09:03:29.323000-05:00,2026-01-09 08:00:00-05:00,B2B,52316.0,COMPLETED,124144.0,POINT (-75.5515774 6.2022232),4852.0,POINT (-75.56991479999999 6.2276503),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,0,POINT (-75.5515774 6.2022232),POINT (-75.56991479999999 6.2276503),2026-01-09
203250,295013,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-16 15:15:38.245000-05:00,2026-01-09 06:00:00-05:00,2026-01-09 07:29:00-05:00,5455,,2026-01-03 15:15:38.131000-05:00,2026-01-09 06:30:00-05:00,B2B,57949.0,COMPLETED,124314.0,POINT (-75.5688416 6.2677479),7485.0,POINT (-75.55127643988114 6.2398819767722795),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.5688416 6.2677479),POINT (-75.55127643988114 6.2398819767722795),2026-01-09
203728,295520,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-01-17 15:37:45.637000-05:00,2026-01-09 06:59:00-05:00,2026-01-09 08:13:00-05:00,21407,,2026-01-04 15:37:45.443000-05:00,2026-01-09 08:00:00-05:00,B2B,62511.0,FAILED,124402.0,POINT (-75.5710605 6.2043449),102162.0,POINT (-75.564082 6.2082589),1,40578.0,POINT (-75.61853889999999 6.1358762),apto,0,POINT (-75.5710605 6.2043449),POINT (-75.564082 6.2082589),2026-01-09
203744,295536,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-17 16:04:52.567000-05:00,2026-01-09 10:20:00-05:00,2026-01-09 11:48:00-05:00,20111,,2026-01-04 16:04:52.455000-05:00,2026-01-09 11:00:00-05:00,B2B,25806.0,COMPLETED,124406.0,POINT (-75.5975124 6.2410022),117291.0,POINT (-75.5700854 6.2310458),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.5975124 6.2410022),POINT (-75.5700854 6.2310458),2026-01-09
204399,296217,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,65004.0,2025-01-20 09:26:58.525000-05:00,2026-01-09 08:36:00-05:00,2026-01-09 10:20:00-05:00,20111,,2026-01-07 09:26:58.413000-05:00,2026-01-09 09:30:00-05:00,B2B,65643.0,COMPLETED,124517.0,POINT (-75.5728476 6.202649300000001),124518.0,POINT (-75.5769399 6.2330109),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.5728476 6.202649300000001),POINT (-75.5769399 6.2330109),2026-01-09
204466,296294,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-01-20 12:11:51.740000-05:00,2026-01-09 10:18:00-05:00,2026-01-09 11:26:00-05:00,5455,,2026-01-07 12:11:51.613000-05:00,2026-01-09 11:00:00-05:00,B2B,62511.0,COMPLETED,124553.0,POINT (-75.55194089999999 6.2353567),102162.0,POINT (-75.564082 6.2082589),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.55194089999999 6.2353567),POINT (-75.564082 6.2082589),2026-01-09
204518,296349,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-20 15:04:11.083000-05:00,2026-01-09 08:18:00-05:00,2026-01-09 09:48:00-05:00,21407,,2026-01-07 15:04:10.911000-05:00,2026-01-09 09:00:00-05:00,B2B,25089.0,COMPLETED,106645.0,POINT (-75.5696873 6.221510299999999),106646.0,POINT (-75.5856515 6.183439799999999),1,40578.0,POINT (-75.61853889999999 6.1358762),apto,0,POINT (-75.5696873 6.221510299999999),POINT (-75.5856515 6.183439799999999),2026-01-09
204519,296350,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-20 15:05:41.512000-05:00,2026-01-09 15:23:00-05:00,2026-01-09 16:11:00-05:00,9258,,2026-01-07 15:05:41.364000-05:00,2026-01-09 16:30:00-05:00,B2B,25089.0,FAILED,106646.0,POINT (-75.5856515 6.183439799999999),106645.0,POINT (-75.5696873 6.221510299999999),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,POINT (-75.5856515 6.183439799999999),POINT (-75.5696873 6.221510299999999),2026-01-09
204848,296692,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-01-21 08:48:28.103000-05:00,2026-01-09 09:59:00-05:00,2026-01-09 12:23:00-05:00,31857,,2026-01-08 08:48:27.956000-05:00,2026-01-09 11:00:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),123315.0,POINT (-75.504836 6.101969700000001),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,0,POINT (-75.56991479999999 6.2276503),POINT (-75.504836 6.101969700000001),2026-01-09
204954,296819,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-21 14:01:10.591000-05:00,2026-01-09 08:31:00-05:00,2026-01-09 09:33:00-05:00,5455,,2026-01-08 14:01:10.481000-05:00,2026-01-09 09:00:00-05:00,B2B,25806.0,COMPLETED,123638.0,POINT (-75.5762903 6.159308900000001),117291.0,POINT (-75.5700854 6.2310458),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.5762903 6.159308900000001),POINT (-75.5700854 6.2310458),2026-01-09
204971,296838,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-21 14:32:04.712000-05:00,2026-01-09 09:09:00-05:00,2026-01-09 11:05:00-05:00,10491,,2026-01-08 14:32:04.590000-05:00,2026-01-09 10:00:00-05:00,B2B,66478.0,COMPLETED,124680.0,POINT (-75.5978824 6.2584909),25103.0,POINT (-75.59469229999999 6.212190400000001),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,POINT (-75.5978824 6.2584909),POINT (-75.59469229999999 6.212190400000001),2026-01-09
204972,296839,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-21 14:33:32.231000-05:00,2026-01-09 13:08:00-05:00,2026-01-09 14:30:00-05:00,10491,,2026-01-08 14:33:32.113000-05:00,2026-01-09 13:30:00-05:00,B2B,66478.0,COMPLETED,25103.0,POINT (-75.59469229999999 6.212190400000001),124682.0,POINT (-75.5978824 6.2584909),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,POINT (-75.59469229999999 6.212190400000001),POINT (-75.5978824 6.2584909),2026-01-09
205053,296922,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-01-21 16:56:15.949000-05:00,2026-01-09 12:14:00-05:00,2026-01-09 13:57:00-05:00,21407,,2026-01-08 16:56:15.834000-05:00,2026-01-09 13:00:00-05:00,B2B,52316.0,COMPLETED,124696.0,POINT (-75.5665834 6.2033244),4852.0,POINT (-75.56991479999999 6.2276503),1,40578.0,POINT (-75.61853889999999 6.1358762),apto,0,POINT (-75.5665834 6.2033244),POINT (-75.56991479999999 6.2276503),2026-01-09
205123,296994,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-01-21 18:01:14.398000-05:00,2026-01-09 12:08:00-05:00,2026-01-09 13:55:00-05:00,20111,,2026-01-08 18:01:14.344000-05:00,2026-01-09 13:00:00-05:00,B2C,57346.0,COMPLETED,91695.0,POINT (-75.58936729999999 6.2517105),91695.0,POINT (-75.58936729999999 6.2517105),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,POINT (-75.58936729999999 6.2517105),POINT (-75.5763024 6.2083145),2026-01-09
205123,296995,3.0,Wash and Polish,WASH_AND_POLISH,19000.0,2025-01-21 18:01:14.519000-05:00,2026-01-09 13:55:00-05:00,2026-01-09 14:17:00-05:00,,659.0,2026-01-08 18:01:14.344000-05:00,2026-01-09 13:00:00-05:00,B2C,57346.0,COMPLETED,91695.0,POINT (-75.58936729999999 6.2517105),91695.0,POINT (-75.58936729999999 6.2517105),1,39879.0,POINT (-75.5763024 6.2083145),Auto Spa Patio Bonito,1,POINT (-75.5763024 6.2083145),POINT (-75.5763024 6.2083145),2026-01-09
205123,296996,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,35000.0,2025-01-21 18:01:14.597000-05:00,2026-01-09 14:17:00-05:00,2026-01-09 15:01:00-05:00,20111,,2026-01-08 18:01:14.344000-05:00,2026-01-09 13:00:00-05:00,B2C,57346.0,COMPLETED,91695.0,POINT (-75.58936729999999 6.2517105),91695.0,POINT (-75.58936729999999 6.2517105),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2,POINT (-75.5763024 6.2083145),POINT (-75.594906 6.190818699999999),2026-01-09
205225,297099,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-01-21 21:19:51.407000-05:00,2026-01-09 12:15:00-05:00,2026-01-09 13:17:59-05:00,5455,,2026-01-08 21:19:51.358000-05:00,2026-01-09 13:00:00-05:00,B2C,68409.0,COMPLETED,121555.0,POINT (-75.54519250000001 6.237807200000001),121555.0,POINT (-75.54519250000001 6.237807200000001),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,POINT (-75.54519250000001 6.237807200000001),POINT (-75.5763024 6.2083145),2026-01-09
205225,297100,3.0,Wash and Polish,WASH_AND_POLISH,19000.0,2025-01-21 21:19:51.529000-05:00,2026-01-09 13:17:59-05:00,2026-01-09 13:43:36-05:00,,659.0,2026-01-08 21:19:51.358000-05:00,2026-01-09 13:00:00-05:00,B2C,68409.0,COMPLETED,121555.0,POINT (-75.54519250000001 6.237807200000001),121555.0,POINT (-75.54519250000001 6.237807200000001),1,39879.0,POINT (-75.5763024 6.2083145),Auto Spa Patio Bonito,1,POINT (-75.5763024 6.2083145),POINT (-75.5763024 6.2083145),2026-01-09
