service_id,labor_id,labor_type,labor_name,labor_category,labor_price,labor_created_at,labor_start_date,labor_end_date,alfred,shop,created_at,schedule_date,client_type,paying_customer,state_service,start_address_id,start_address_point,end_address_id,end_address_point,city,address_id,address_point,address_name,labor_sequence,date
227433,321455,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-04-02 08:22:53.063000-05:00,2026-01-08 09:29:00-05:00,2026-01-08 12:26:00-05:00,9258,,2026-01-07 08:22:52.979000-05:00,2026-01-08 11:30:00-05:00,B2B,71157.0,COMPLETED,113733.0,POINT (-75.4234616 6.116611),4852.0,POINT (-75.56991479999999 6.2276503),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-08
227434,321456,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-04-02 08:23:48.945000-05:00,2026-01-08 15:30:00-05:00,2026-01-08 18:46:00-05:00,5455,,2026-01-07 08:23:48.870000-05:00,2026-01-08 16:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113733.0,POINT (-75.4234616 6.116611),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-08
227462,321491,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-02 10:13:51.585000-05:00,2026-01-08 09:08:00-05:00,2026-01-08 10:51:00-05:00,2036,,2026-01-07 10:13:51.502000-05:00,2026-01-08 10:00:00-05:00,B2B,25807.0,COMPLETED,130686.0,POINT (-75.5733585 6.1975044),117281.0,POINT (-75.56979539999999 6.2198631),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-08
227498,321530,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 11:31:23.105000-05:00,2026-01-08 05:50:00-05:00,2026-01-08 08:33:00-05:00,20111,,2026-01-07 11:31:23.022000-05:00,2026-01-08 07:00:00-05:00,B2B,21450.0,COMPLETED,120271.0,POINT (-75.5633971 6.1684407),28709.0,POINT (-75.5717425 6.2393756),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-08
227593,321631,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 16:38:49.701000-05:00,2026-01-08 07:35:00-05:00,2026-01-08 09:03:00-05:00,5455,,2026-01-07 16:38:49.614000-05:00,2026-01-08 08:30:00-05:00,B2B,52311.0,COMPLETED,130744.0,POINT (-75.5576958 6.210093),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-08
227612,321650,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:01:17.854000-05:00,2026-01-08 07:10:00-05:00,2026-01-08 08:20:00-05:00,70424,,2026-01-07 17:01:17.759000-05:00,2026-01-08 08:00:00-05:00,B2B,71157.0,COMPLETED,130753.0,POINT (-75.5737362 6.236324199999999),4852.0,POINT (-75.56991479999999 6.2276503),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,2026-01-08
227613,321651,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:02:18.059000-05:00,2026-01-08 10:25:00-05:00,2026-01-08 11:51:00-05:00,5455,,2026-01-07 17:02:17.970000-05:00,2026-01-08 11:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130753.0,POINT (-75.5737362 6.236324199999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-08
227626,321664,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.216000-05:00,2026-01-08 12:30:23-05:00,2026-01-08 13:03:32-05:00,31857,,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,0,2026-01-08
227626,321665,3.0,Wash and Polish,WASH_AND_POLISH,34500.0,2025-04-02 17:19:02.286000-05:00,2026-01-08 13:03:32-05:00,2026-01-08 14:18:25-05:00,,3968.0,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,120129.0,POINT (-75.3682656 6.1490125),Lavadero - Oriente,1,2026-01-08
227626,321666,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.346000-05:00,2026-01-08 14:18:25-05:00,2026-01-08 15:00:21-05:00,31857,,2026-01-07 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2,2026-01-08
227644,321684,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:43:02.468000-05:00,2026-01-08 14:01:00-05:00,2026-01-08 15:27:00-05:00,70424,,2026-01-07 17:43:02.375000-05:00,2026-01-08 15:00:00-05:00,B2B,25091.0,COMPLETED,118325.0,POINT (-75.5856515 6.183439799999999),118326.0,POINT (-75.5804702 6.1887241),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,2026-01-08
216371,309377,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-26 15:54:03.858000-05:00,2026-01-09 09:07:00-05:00,2026-01-09 10:31:00-05:00,2036,,2026-01-03 15:54:03.701000-05:00,2026-01-09 10:00:00-05:00,B2B,52316.0,COMPLETED,114927.0,POINT (-75.5649525 6.191341100000001),4852.0,POINT (-75.56991479999999 6.2276503),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-09
216373,309379,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-26 15:54:56.851000-05:00,2026-01-09 14:43:00-05:00,2026-01-09 16:19:00-05:00,2036,,2026-01-03 15:54:56.753000-05:00,2026-01-09 15:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),114927.0,POINT (-75.5649525 6.191341100000001),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-09
217118,310216,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 15:07:46.195000-05:00,2026-01-09 07:07:00-05:00,2026-01-09 09:04:00-05:00,2036,,2026-01-05 15:07:46.108000-05:00,2026-01-09 08:00:00-05:00,B2B,52316.0,COMPLETED,113676.0,POINT (-75.57306609999999 6.1904141),4852.0,POINT (-75.56991479999999 6.2276503),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-09
217119,310217,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 15:08:36.926000-05:00,2026-01-09 12:12:00-05:00,2026-01-09 13:18:00-05:00,2036,,2026-01-05 15:08:36.853000-05:00,2026-01-09 12:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113676.0,POINT (-75.57306609999999 6.1904141),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-09
217131,310229,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-02-28 15:39:22.910000-05:00,2026-01-09 08:45:00-05:00,2026-01-09 10:20:00-05:00,20111,,2026-01-05 15:39:22.829000-05:00,2026-01-09 10:00:00-05:00,B2B,68419.0,FAILED,128258.0,POINT (-75.5716216 6.2035433),102162.0,POINT (-75.564082 6.2082589),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-09
217158,310257,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 16:46:19.544000-05:00,2026-01-09 08:01:00-05:00,2026-01-09 10:12:00-05:00,70424,,2026-01-05 16:46:19.384000-05:00,2026-01-09 09:00:00-05:00,B2B,52316.0,COMPLETED,128070.0,POINT (-75.562257 6.335058),4849.0,POINT (-75.5697983 6.227549600000001),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,2026-01-09
217364,310470,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-01 10:05:09.503000-05:00,2026-01-09 16:05:00-05:00,2026-01-09 17:04:00-05:00,5455,,2026-01-06 10:05:09.429000-05:00,2026-01-09 16:00:00-05:00,B2B,25091.0,COMPLETED,127061.0,POINT (-75.5856104 6.183108199999999),127060.0,POINT (-75.57060969999999 6.200831699999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-09
217389,310495,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-01 11:16:44.233000-05:00,2026-01-09 11:18:00-05:00,2026-01-09 12:37:00-05:00,5455,,2026-01-06 11:16:44.157000-05:00,2026-01-09 12:00:00-05:00,B2B,68419.0,COMPLETED,128121.0,POINT (-75.5966342 6.239959),102162.0,POINT (-75.564082 6.2082589),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-09
217666,310798,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 10:32:57.473000-05:00,2026-01-09 10:08:00-05:00,2026-01-09 11:17:00-05:00,10491,,2026-01-08 10:32:57.396000-05:00,2026-01-09 09:30:00-05:00,B2B,52316.0,COMPLETED,4870.0,POINT (-75.56977909999999 6.2277346),106018.0,POINT (-75.56293029999999 6.1785982),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,2026-01-09
217668,310800,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-03-03 10:34:59.064000-05:00,2026-01-09 07:24:00-05:00,2026-01-09 10:08:00-05:00,10491,,2026-01-08 10:34:58.978000-05:00,2026-01-09 07:30:00-05:00,B2B,52316.0,COMPLETED,128196.0,POINT (-75.3821102 6.199150599999999),4870.0,POINT (-75.56977909999999 6.2277346),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,2026-01-09
217704,310840,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 11:23:47.642000-05:00,2026-01-09 10:12:00-05:00,2026-01-09 11:35:00-05:00,70424,,2026-01-08 11:23:47.560000-05:00,2026-01-09 11:00:00-05:00,B2B,21696.0,COMPLETED,128210.0,POINT (-75.57960709999999 6.2403061),128211.0,POINT (-75.57173949999999 6.2393589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,2026-01-09
217786,310935,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 15:34:37.045000-05:00,2026-01-09 07:06:00-05:00,2026-01-09 08:27:00-05:00,20111,,2026-01-08 15:34:36.958000-05:00,2026-01-09 08:00:00-05:00,B2B,32118.0,FAILED,128246.0,POINT (-75.61167429999999 6.169658699999999),3128.0,POINT (-75.5814053 6.214877200000001),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-09
217796,310945,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 15:46:00.437000-05:00,2026-01-09 15:42:00-05:00,2026-01-09 17:42:00-05:00,10491,,2026-01-08 15:46:00.339000-05:00,2026-01-09 16:30:00-05:00,B2B,29476.0,COMPLETED,5038.0,POINT (-75.57009649999999 6.224776299999999),34778.0,POINT (-75.5689939 6.2048575),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,2026-01-09
217819,310969,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:13:27.502000-05:00,2026-01-09 06:11:00-05:00,2026-01-09 07:59:00-05:00,5455,,2026-01-08 16:13:27.420000-05:00,2026-01-09 07:00:00-05:00,B2B,25089.0,COMPLETED,128253.0,POINT (-75.57325569999999 6.2718203),128254.0,POINT (-75.5856104 6.183108199999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-09
217835,310985,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:38:45.444000-05:00,2026-01-09 09:42:00-05:00,2026-01-09 10:40:00-05:00,5455,,2026-01-08 16:38:45.361000-05:00,2026-01-09 10:00:00-05:00,B2B,52316.0,COMPLETED,128260.0,POINT (-75.5796457 6.157663799999999),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-09
217837,310987,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:39:48.827000-05:00,2026-01-09 16:21:00-05:00,2026-01-09 17:30:00-05:00,9258,,2026-01-08 16:39:48.748000-05:00,2026-01-09 16:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),128357.0,POINT (-75.5656448 6.198452100000001),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-09
219876,313207,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-10 11:52:08.175000-05:00,2026-01-11 06:36:00-05:00,2026-01-11 09:10:00-05:00,2036,,2026-01-02 11:52:08.090000-05:00,2026-01-11 08:00:00-05:00,B2B,52311.0,COMPLETED,120364.0,POINT (-75.5656067 6.262650500000001),4849.0,POINT (-75.5697983 6.227549600000001),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-11
220653,314046,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-12 11:33:01.263000-05:00,2026-01-11 05:48:00-05:00,2026-01-11 08:20:00-05:00,20111,,2026-01-04 11:33:01.181000-05:00,2026-01-11 07:00:00-05:00,B2B,62511.0,COMPLETED,106236.0,POINT (-75.5692615 6.170023299999999),102162.0,POINT (-75.564082 6.2082589),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-11
221441,314908,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-14 12:50:51.743000-05:00,2026-01-11 05:56:00-05:00,2026-01-11 07:41:00-05:00,5455,,2026-01-06 12:50:51.657000-05:00,2026-01-11 07:00:00-05:00,B2B,52311.0,COMPLETED,95032.0,POINT (-75.57306609999999 6.1904141),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
221442,314909,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-14 12:56:34.118000-05:00,2026-01-11 11:03:00-05:00,2026-01-11 11:17:00-05:00,5455,,2026-01-06 12:56:34.033000-05:00,2026-01-11 11:30:00-05:00,B2B,52311.0,FAILED,4852.0,POINT (-75.56991479999999 6.2276503),95032.0,POINT (-75.57306609999999 6.1904141),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
221455,314924,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-14 14:27:03.747000-05:00,2026-01-11 07:09:00-05:00,2026-01-11 08:11:00-05:00,9258,,2026-01-06 14:27:03.667000-05:00,2026-01-11 07:30:00-05:00,B2B,52311.0,COMPLETED,129192.0,POINT (-75.5591045 6.182770899999999),4852.0,POINT (-75.56991479999999 6.2276503),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-11
221464,314935,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-14 14:42:52.672000-05:00,2026-01-11 07:13:00-05:00,2026-01-11 08:14:00-05:00,10491,,2026-01-06 14:42:52.589000-05:00,2026-01-11 08:00:00-05:00,B2B,45838.0,FAILED,113618.0,POINT (-75.56095890000002 6.3107597),102162.0,POINT (-75.564082 6.2082589),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,0,2026-01-11
221612,315092,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-14 17:49:36.742000-05:00,2026-01-11 10:34:00-05:00,2026-01-11 12:06:00-05:00,20111,,2026-01-06 17:49:36.665000-05:00,2026-01-11 11:00:00-05:00,B2B,52311.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),129192.0,POINT (-75.5591045 6.182770899999999),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-11
222126,315650,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-17 09:40:05.509000-05:00,2026-01-11 11:17:00-05:00,2026-01-11 12:34:00-05:00,70424,,2026-01-09 09:40:05.430000-05:00,2026-01-11 12:00:00-05:00,B2B,61555.0,COMPLETED,72290.0,POINT (-75.5757872 6.2147101),129615.0,POINT (-75.57081029999999 6.204068699999999),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,0,2026-01-11
222191,315725,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-17 12:12:04.680000-05:00,2026-01-11 14:42:00-05:00,2026-01-11 15:35:00-05:00,2036,,2026-01-09 12:12:04.603000-05:00,2026-01-11 15:30:00-05:00,B2B,29476.0,FAILED,128872.0,POINT (-75.551035 6.200249899999999),5038.0,POINT (-75.57009649999999 6.224776299999999),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-11
222210,315748,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-17 12:56:59.329000-05:00,2026-01-11 12:06:00-05:00,2026-01-11 13:46:00-05:00,20111,,2026-01-09 12:56:59.249000-05:00,2026-01-11 13:00:00-05:00,B2B,52311.0,COMPLETED,128918.0,POINT (-75.5516528 6.2023614),4852.0,POINT (-75.56991479999999 6.2276503),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-11
222211,315749,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-17 12:57:27.307000-05:00,2026-01-11 16:28:00-05:00,2026-01-11 17:37:00-05:00,2036,,2026-01-09 12:57:27.215000-05:00,2026-01-11 17:00:00-05:00,B2B,52311.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),128918.0,POINT (-75.5516528 6.2023614),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-11
222318,315867,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,77988.0,2025-03-17 16:03:59.402000-05:00,2026-01-11 08:11:00-05:00,2026-01-11 10:42:00-05:00,9258,,2026-01-09 16:03:59.320000-05:00,2026-01-11 09:30:00-05:00,B2B,26430.0,COMPLETED,117958.0,POINT (-75.5097079 6.158658),1606.0,POINT (-75.57438254356384 6.2283712162642235),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-11
222368,315921,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-17 16:39:42.839000-05:00,2026-01-11 08:09:00-05:00,2026-01-11 09:42:00-05:00,5455,,2026-01-09 16:39:42.749000-05:00,2026-01-11 09:00:00-05:00,B2B,63345.0,COMPLETED,129435.0,POINT (-75.59389130000001 6.1663333),129436.0,POINT (-75.5751567 6.238464),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
222370,315923,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-17 16:42:08.497000-05:00,2026-01-11 15:35:00-05:00,2026-01-11 18:16:00-05:00,20111,,2026-01-09 16:42:08.412000-05:00,2026-01-11 16:30:00-05:00,B2B,63345.0,COMPLETED,129436.0,POINT (-75.5751567 6.238464),129435.0,POINT (-75.59389130000001 6.1663333),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,0,2026-01-11
222540,316097,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-18 07:02:24.675000-05:00,2026-01-11 12:33:00-05:00,2026-01-11 14:02:00-05:00,5455,,2026-01-10 07:02:24.596000-05:00,2026-01-11 13:30:00-05:00,B2B,21706.0,COMPLETED,107537.0,POINT (-75.5712422 6.206814),28709.0,POINT (-75.5717425 6.2393756),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
222544,316101,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-18 07:20:48.121000-05:00,2026-01-11 16:24:00-05:00,2026-01-11 18:03:00-05:00,5455,,2026-01-10 07:20:48.037000-05:00,2026-01-11 17:00:00-05:00,B2B,21706.0,COMPLETED,28709.0,POINT (-75.5717425 6.2393756),129656.0,POINT (-75.57540449999999 6.200157699999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
222563,316121,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-18 08:30:01.193000-05:00,2026-01-11 09:45:00-05:00,2026-01-11 11:12:00-05:00,2036,,2026-01-10 08:30:01.091000-05:00,2026-01-11 10:30:00-05:00,B2B,69583.0,COMPLETED,121740.0,POINT (-75.6252215 6.1506246),28710.0,POINT (-75.5997314 6.166529099999999),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,0,2026-01-11
222639,316215,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-18 11:46:57.971000-05:00,2026-01-11 14:19:00-05:00,2026-01-11 16:02:00-05:00,5455,,2026-01-10 11:46:57.880000-05:00,2026-01-11 15:00:00-05:00,B2B,62067.0,COMPLETED,129489.0,POINT (-75.5758147 6.215559700000001),129490.0,POINT (-75.586697 6.180302299999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,0,2026-01-11
222654,316230,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-18 12:31:21.765000-05:00,2026-01-11 11:58:00-05:00,2026-01-11 13:52:00-05:00,9258,,2026-01-10 12:31:21.681000-05:00,2026-01-11 13:00:00-05:00,B2B,66478.0,COMPLETED,83269.0,POINT (-75.56331519999999 6.2474471),83270.0,POINT (-75.5856104 6.183108199999999),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-11
222658,316234,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-18 12:52:49.732000-05:00,2026-01-11 15:51:00-05:00,2026-01-11 17:56:00-05:00,9258,,2026-01-10 12:52:49.653000-05:00,2026-01-11 16:30:00-05:00,B2B,21634.0,COMPLETED,83270.0,POINT (-75.5856104 6.183108199999999),83269.0,POINT (-75.56331519999999 6.2474471),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,0,2026-01-11
