service_id,labor_id,labor_type,labor_name,labor_category,labor_price,labor_created_at,labor_start_date,labor_end_date,alfred,shop,created_at,schedule_date,client_type,paying_customer,state_service,start_address_id,start_address_point,end_address_id,end_address_point,city,address_id,address_point,address_name,date
227433,321455,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-04-02 08:22:53.063000-05:00,2026-01-08 09:29:00-05:00,2026-01-08 12:26:00-05:00,9258,,2025-04-02 08:22:52.979000-05:00,2026-01-08 11:30:00-05:00,B2B,71157.0,COMPLETED,113733.0,POINT (-75.4234616 6.116611),4852.0,POINT (-75.56991479999999 6.2276503),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,2026-01-08
227434,321456,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-04-02 08:23:48.945000-05:00,2026-01-08 15:30:00-05:00,2026-01-08 18:46:00-05:00,5455,,2025-04-02 08:23:48.870000-05:00,2026-01-08 16:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113733.0,POINT (-75.4234616 6.116611),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-08
227462,321491,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-02 10:13:51.585000-05:00,2026-01-08 09:08:00-05:00,2026-01-08 10:51:00-05:00,2036,,2025-04-02 10:13:51.502000-05:00,2026-01-08 10:00:00-05:00,B2B,25807.0,COMPLETED,130686.0,POINT (-75.5733585 6.1975044),117281.0,POINT (-75.56979539999999 6.2198631),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-08
227498,321530,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 11:31:23.105000-05:00,2026-01-08 05:50:00-05:00,2026-01-08 08:33:00-05:00,20111,,2025-04-02 11:31:23.022000-05:00,2026-01-08 07:00:00-05:00,B2B,21450.0,COMPLETED,120271.0,POINT (-75.5633971 6.1684407),28709.0,POINT (-75.5717425 6.2393756),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-08
227593,321631,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 16:38:49.701000-05:00,2026-01-08 07:35:00-05:00,2026-01-08 09:03:00-05:00,5455,,2025-04-02 16:38:49.614000-05:00,2026-01-08 08:30:00-05:00,B2B,52311.0,COMPLETED,130744.0,POINT (-75.5576958 6.210093),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-08
227612,321650,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:01:17.854000-05:00,2026-01-08 07:10:00-05:00,2026-01-08 08:20:00-05:00,70424,,2025-04-02 17:01:17.759000-05:00,2026-01-08 08:00:00-05:00,B2B,71157.0,COMPLETED,130753.0,POINT (-75.5737362 6.236324199999999),4852.0,POINT (-75.56991479999999 6.2276503),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-08
227613,321651,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:02:18.059000-05:00,2026-01-08 10:25:00-05:00,2026-01-08 11:51:00-05:00,5455,,2025-04-02 17:02:17.970000-05:00,2026-01-08 11:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130753.0,POINT (-75.5737362 6.236324199999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-08
227626,321664,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.216000-05:00,2026-01-08 12:30:23-05:00,2026-01-08 13:03:32-05:00,31857,,2025-04-02 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2026-01-08
227626,321665,3.0,Wash and Polish,WASH_AND_POLISH,34500.0,2025-04-02 17:19:02.286000-05:00,2026-01-08 13:03:32-05:00,2026-01-08 14:18:25-05:00,,3968.0,2025-04-02 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,120129.0,POINT (-75.3682656 6.1490125),Lavadero - Oriente,2026-01-08
227626,321666,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,35000.0,2025-04-02 17:19:02.346000-05:00,2026-01-08 14:18:25-05:00,2026-01-08 15:00:21-05:00,31857,,2025-04-02 17:19:02.162000-05:00,2026-01-08 13:00:00-05:00,B2C,34779.0,COMPLETED,64102.0,POINT (-75.3786366 6.1539686),64102.0,POINT (-75.3786366 6.1539686),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2026-01-08
227644,321684,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-02 17:43:02.468000-05:00,2026-01-08 14:01:00-05:00,2026-01-08 15:27:00-05:00,70424,,2025-04-02 17:43:02.375000-05:00,2026-01-08 15:00:00-05:00,B2B,25091.0,COMPLETED,118325.0,POINT (-75.5856515 6.183439799999999),118326.0,POINT (-75.5804702 6.1887241),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-08
227836,321884,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-04-03 07:56:02.533000-05:00,2026-01-08 12:17:00-05:00,2026-01-08 13:28:00-05:00,70424,,2025-04-03 07:56:02.437000-05:00,2026-01-08 13:00:00-05:00,B2B,45838.0,COMPLETED,130739.0,POINT (-75.56477129999999 6.1883558),102162.0,POINT (-75.564082 6.2082589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-08
227838,321888,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 08:08:54.364000-05:00,2026-01-08 09:08:00-05:00,2026-01-08 10:01:00-05:00,5455,,2025-04-03 08:08:54.273000-05:00,2026-01-08 09:30:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130774.0,POINT (-75.55557019999999 6.2173366),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-08
227862,321918,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:06:03.656000-05:00,2026-01-08 11:14:00-05:00,2026-01-08 12:14:00-05:00,10491,,2025-04-03 09:06:03.563000-05:00,2026-01-08 11:30:00-05:00,B2B,52311.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130744.0,POINT (-75.5576958 6.210093),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-08
227867,321923,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 09:25:42.962000-05:00,2026-01-08 13:03:00-05:00,2026-01-08 14:03:00-05:00,5455,,2025-04-03 09:25:42.867000-05:00,2026-01-08 14:00:00-05:00,B2B,71459.0,COMPLETED,130461.0,POINT (-75.57377029999999 6.236330100000001),110194.0,POINT (-75.5722457 6.1964519),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-08
227898,321960,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 10:55:41.805000-05:00,2026-01-08 14:50:00-05:00,2026-01-08 16:55:00-05:00,20111,,2025-04-03 10:55:41.675000-05:00,2026-01-08 16:00:00-05:00,B2B,57949.0,COMPLETED,7485.0,POINT (-75.55127643988114 6.2398819767722795),130797.0,POINT (-75.56910049999999 6.1701307),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-08
227906,321968,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 11:14:18.898000-05:00,2026-01-08 13:04:00-05:00,2026-01-08 14:33:00-05:00,10491,,2025-04-03 11:14:18.807000-05:00,2026-01-08 14:00:00-05:00,B2B,61737.0,COMPLETED,130803.0,POINT (-75.562652 6.220096000000001),130804.0,POINT (-75.5754326 6.237222200000001),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-08
227914,321978,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-04-03 11:28:19.734000-05:00,2026-01-08 14:33:00-05:00,2026-01-08 16:19:00-05:00,2036,,2025-04-03 11:28:19.640000-05:00,2026-01-08 15:30:00-05:00,B2B,25807.0,COMPLETED,117281.0,POINT (-75.56979539999999 6.2198631),130810.0,POINT (-75.5763979 6.203141999999999),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-08
227929,321995,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 12:12:02.371000-05:00,2026-01-08 14:24:00-05:00,2026-01-08 16:41:00-05:00,9258,,2025-04-03 12:12:02.282000-05:00,2026-01-08 15:30:00-05:00,B2B,26161.0,COMPLETED,16344.0,POINT (-75.6091325 6.157386300000001),130471.0,POINT (-75.5740513 6.219988099999999),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,2026-01-08
227973,322046,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-04-03 14:36:54.574000-05:00,2026-01-08 16:19:00-05:00,2026-01-08 17:40:00-05:00,2036,,2025-04-03 14:36:54.487000-05:00,2026-01-08 17:00:00-05:00,B2B,71157.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),130854.0,POINT (-75.56342339999999 6.1909383),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-08
216371,309377,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-26 15:54:03.858000-05:00,2026-01-09 09:07:00-05:00,2026-01-09 10:31:00-05:00,2036,,2025-02-26 15:54:03.701000-05:00,2026-01-09 10:00:00-05:00,B2B,52316.0,COMPLETED,114927.0,POINT (-75.5649525 6.191341100000001),4852.0,POINT (-75.56991479999999 6.2276503),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-09
216373,309379,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-26 15:54:56.851000-05:00,2026-01-09 14:43:00-05:00,2026-01-09 16:19:00-05:00,2036,,2025-02-26 15:54:56.753000-05:00,2026-01-09 15:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),114927.0,POINT (-75.5649525 6.191341100000001),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-09
217118,310216,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 15:07:46.195000-05:00,2026-01-09 07:07:00-05:00,2026-01-09 09:04:00-05:00,2036,,2025-02-28 15:07:46.108000-05:00,2026-01-09 08:00:00-05:00,B2B,52316.0,COMPLETED,113676.0,POINT (-75.57306609999999 6.1904141),4852.0,POINT (-75.56991479999999 6.2276503),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-09
217119,310217,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 15:08:36.926000-05:00,2026-01-09 12:12:00-05:00,2026-01-09 13:18:00-05:00,2036,,2025-02-28 15:08:36.853000-05:00,2026-01-09 12:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),113676.0,POINT (-75.57306609999999 6.1904141),1,55748.0,POINT (-75.55748439999999 6.252939599999999),Apartamento,2026-01-09
217131,310229,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-02-28 15:39:22.910000-05:00,2026-01-09 08:45:00-05:00,2026-01-09 10:20:00-05:00,20111,,2025-02-28 15:39:22.829000-05:00,2026-01-09 10:00:00-05:00,B2B,68419.0,FAILED,128258.0,POINT (-75.5716216 6.2035433),102162.0,POINT (-75.564082 6.2082589),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-09
217158,310257,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-02-28 16:46:19.544000-05:00,2026-01-09 08:01:00-05:00,2026-01-09 10:12:00-05:00,70424,,2025-02-28 16:46:19.384000-05:00,2026-01-09 09:00:00-05:00,B2B,52316.0,COMPLETED,128070.0,POINT (-75.562257 6.335058),4849.0,POINT (-75.5697983 6.227549600000001),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-09
217364,310470,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-01 10:05:09.503000-05:00,2026-01-09 16:05:00-05:00,2026-01-09 17:04:00-05:00,5455,,2025-03-01 10:05:09.429000-05:00,2026-01-09 16:00:00-05:00,B2B,25091.0,COMPLETED,127061.0,POINT (-75.5856104 6.183108199999999),127060.0,POINT (-75.57060969999999 6.200831699999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-09
217389,310495,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,49485.0,2025-03-01 11:16:44.233000-05:00,2026-01-09 11:18:00-05:00,2026-01-09 12:37:00-05:00,5455,,2025-03-01 11:16:44.157000-05:00,2026-01-09 12:00:00-05:00,B2B,68419.0,COMPLETED,128121.0,POINT (-75.5966342 6.239959),102162.0,POINT (-75.564082 6.2082589),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-09
217666,310798,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 10:32:57.473000-05:00,2026-01-09 10:08:00-05:00,2026-01-09 11:17:00-05:00,10491,,2025-03-03 10:32:57.396000-05:00,2026-01-09 09:30:00-05:00,B2B,52316.0,COMPLETED,4870.0,POINT (-75.56977909999999 6.2277346),106018.0,POINT (-75.56293029999999 6.1785982),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-09
217668,310800,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-03-03 10:34:59.064000-05:00,2026-01-09 07:24:00-05:00,2026-01-09 10:08:00-05:00,10491,,2025-03-03 10:34:58.978000-05:00,2026-01-09 07:30:00-05:00,B2B,52316.0,COMPLETED,128196.0,POINT (-75.3821102 6.199150599999999),4870.0,POINT (-75.56977909999999 6.2277346),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-09
217704,310840,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 11:23:47.642000-05:00,2026-01-09 10:12:00-05:00,2026-01-09 11:35:00-05:00,70424,,2025-03-03 11:23:47.560000-05:00,2026-01-09 11:00:00-05:00,B2B,21696.0,COMPLETED,128210.0,POINT (-75.57960709999999 6.2403061),128211.0,POINT (-75.57173949999999 6.2393589),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-09
217786,310935,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 15:34:37.045000-05:00,2026-01-09 07:06:00-05:00,2026-01-09 08:27:00-05:00,20111,,2025-03-03 15:34:36.958000-05:00,2026-01-09 08:00:00-05:00,B2B,32118.0,FAILED,128246.0,POINT (-75.61167429999999 6.169658699999999),3128.0,POINT (-75.5814053 6.214877200000001),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-09
217796,310945,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 15:46:00.437000-05:00,2026-01-09 15:42:00-05:00,2026-01-09 17:42:00-05:00,10491,,2025-03-03 15:46:00.339000-05:00,2026-01-09 16:30:00-05:00,B2B,29476.0,COMPLETED,5038.0,POINT (-75.57009649999999 6.224776299999999),34778.0,POINT (-75.5689939 6.2048575),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-09
217819,310969,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:13:27.502000-05:00,2026-01-09 06:11:00-05:00,2026-01-09 07:59:00-05:00,5455,,2025-03-03 16:13:27.420000-05:00,2026-01-09 07:00:00-05:00,B2B,25089.0,COMPLETED,128253.0,POINT (-75.57325569999999 6.2718203),128254.0,POINT (-75.5856104 6.183108199999999),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-09
217835,310985,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:38:45.444000-05:00,2026-01-09 09:42:00-05:00,2026-01-09 10:40:00-05:00,5455,,2025-03-03 16:38:45.361000-05:00,2026-01-09 10:00:00-05:00,B2B,52316.0,COMPLETED,128260.0,POINT (-75.5796457 6.157663799999999),4852.0,POINT (-75.56991479999999 6.2276503),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-09
217837,310987,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-03 16:39:48.827000-05:00,2026-01-09 16:21:00-05:00,2026-01-09 17:30:00-05:00,9258,,2025-03-03 16:39:48.748000-05:00,2026-01-09 16:30:00-05:00,B2B,52316.0,COMPLETED,4852.0,POINT (-75.56991479999999 6.2276503),128357.0,POINT (-75.5656448 6.198452100000001),1,14667.0,POINT (-75.5504277 6.280507099999999),Casa,2026-01-09
218024,311175,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-04 07:23:56.655000-05:00,2026-01-09 13:35:00-05:00,2026-01-09 15:39:00-05:00,5455,,2025-03-04 07:23:56.560000-05:00,2026-01-09 14:30:00-05:00,B2B,29476.0,COMPLETED,5038.0,POINT (-75.57009649999999 6.224776299999999),128274.0,POINT (-75.57193869999999 6.1651029),1,10331.0,POINT (-75.5568613 6.278588999999999),Casa,2026-01-09
218025,311176,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,35000.0,2025-03-04 07:29:28.398000-05:00,2026-01-09 14:12:00-05:00,2026-01-09 15:24:00-05:00,70424,,2025-03-04 07:29:28.358000-05:00,2026-01-09 15:00:00-05:00,B2C,65520.0,COMPLETED,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-09
218025,311177,3.0,Wash and Polish,WASH_AND_POLISH,31920.0,2025-03-04 07:29:28.497000-05:00,2026-01-09 15:24:00-05:00,2026-01-09 16:09:00-05:00,,841.0,2025-03-04 07:29:28.358000-05:00,2026-01-09 15:00:00-05:00,B2C,65520.0,COMPLETED,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,57964.0,POINT (-75.5581006 6.325907),Lavado en seco Limpoint CC Fabricato,2026-01-09
218025,311178,2.0,Alfred Transport,VEHICLE_TRANSPORTATION,35000.0,2025-03-04 07:29:28.569000-05:00,2026-01-09 16:09:00-05:00,2026-01-09 17:43:00-05:00,70424,,2025-03-04 07:29:28.358000-05:00,2026-01-09 15:00:00-05:00,B2C,65520.0,COMPLETED,114939.0,POINT (-75.5624674 6.329538500000001),114939.0,POINT (-75.5624674 6.329538500000001),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-09
218031,311186,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-03-04 08:09:20.352000-05:00,2026-01-09 12:41:00-05:00,2026-01-09 14:25:00-05:00,10491,,2025-03-04 08:09:20.271000-05:00,2026-01-09 13:00:00-05:00,B2B,52316.0,COMPLETED,4870.0,POINT (-75.56977909999999 6.2277346),128196.0,POINT (-75.3821102 6.199150599999999),1,16770.0,POINT (-75.5948708 6.222133500000001),casa,2026-01-09
218060,311229,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-04 09:16:41.099000-05:00,2026-01-09 13:27:00-05:00,2026-01-09 14:24:00-05:00,20111,,2025-03-04 09:16:41.014000-05:00,2026-01-09 13:30:00-05:00,B2B,52311.0,COMPLETED,4849.0,POINT (-75.5697983 6.227549600000001),113796.0,POINT (-75.5702511 6.209714900000001),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-09
218061,311230,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,52440.0,2025-03-04 09:20:35.680000-05:00,2026-01-09 12:04:00-05:00,2026-01-09 13:20:00-05:00,70424,,2025-03-04 09:20:35.603000-05:00,2026-01-09 13:00:00-05:00,B2B,25807.0,COMPLETED,117281.0,POINT (-75.56979539999999 6.2198631),128287.0,POINT (-75.5867687 6.2665111),1,126965.0,POINT (-75.560277 6.340593500000001),Casa,2026-01-09
218081,311253,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-04 10:14:17.543000-05:00,2026-01-09 14:28:00-05:00,2026-01-09 17:06:00-05:00,20111,,2025-03-04 10:14:17.465000-05:00,2026-01-09 15:30:00-05:00,B2B,37441.0,COMPLETED,4849.0,POINT (-75.5697983 6.227549600000001),128333.0,POINT (-75.5596796 6.3357996),1,25905.0,POINT (-75.594906 6.190818699999999),Apto,2026-01-09
218087,311259,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,80663.0,2025-03-04 10:43:41.517000-05:00,2026-01-09 12:03:00-05:00,2026-01-09 13:24:00-05:00,31857,,2025-03-04 10:43:41.442000-05:00,2026-01-09 12:30:00-05:00,B2B,37441.0,COMPLETED,4853.0,POINT (-75.6055153 6.1618172),128248.0,POINT (-75.635271 6.0914795),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2026-01-09
218107,311285,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-04 11:54:28.689000-05:00,2026-01-09 16:39:00-05:00,2026-01-09 18:12:00-05:00,31857,,2025-03-04 11:54:28.595000-05:00,2026-01-09 17:30:00-05:00,B2B,25091.0,COMPLETED,128315.0,POINT (-75.6070156 6.1534227),128316.0,POINT (-75.5860548 6.183788499999999),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2026-01-09
218110,311288,12.0,Alfred Initial Transport,VEHICLE_TRANSPORTATION,55663.0,2025-03-04 12:04:12.967000-05:00,2026-01-09 13:38:00-05:00,2026-01-09 16:38:00-05:00,31857,,2025-03-04 12:04:12.883000-05:00,2026-01-09 14:30:00-05:00,B2B,26161.0,COMPLETED,126869.0,POINT (-75.5565079 6.197610699999998),16344.0,POINT (-75.6091325 6.157386300000001),1,44375.0,POINT (-75.58290559999999 6.155980599999999),Apto,2026-01-09
